ticker,market_cap,pe_ratio,ev_ebitda,pb_ratio,roe,roic,gross_margin,debt_to_equity,revenue_growth,earnings_growth,price_1m,price_3m,price_6m,fetched_at,sector,sub_industry,score_valuation,score_quality,score_momentum,composite_score,rank,tier
GE,316416196608.0,37.5732,29.52,17.004885,0.45428002,0.214627,0.31149,116.527,0.247,-0.018,0.072607,-0.105339,0.032573,2026-05-23T02:09:12.155565,Industrials,Aerospace & Defense,-1.2126419820889858,0.47942606486068534,-0.016949452150048904,-0.2617104066749198,365,
HRL,11688036352.0,23.86517,9.306,1.4721375,0.061160002,0.059762,0.15609999,4.244,-0.029,-0.051,-0.023897,-0.143782,-0.034618,2026-05-23T02:09:38.255015,Consumer Staples,Packaged Foods & Meats,0.5197712521701098,-0.619660533971672,-0.7636640553603788,-0.2640604652386604,366,
TDY,28744912896.0,31.447037,19.556,2.7255156,0.09049,0.071643,0.42873,23.133,0.076,0.216,-0.048025,-0.077288,0.260181,2026-05-23T02:13:19.786560,Information Technology,Electronic Equipment & Instruments,0.7536431548837612,-0.662173759157582,-0.9894864792982243,-0.2648316552853046,367,
BALL,15045590016.0,16.475218,10.943,2.685964,0.16785999,0.067927,0.1917,145.542,0.163,0.219,-0.104721,-0.155811,0.165444,2026-05-23T02:06:24.933621,Materials,"Metal, Glass & Plastic Containers",0.6249594970021476,-0.7199977502254032,-0.7964357351448876,-0.2721941091716058,368,
SNPS,100520255488.0,80.72923,65.142,3.2885451,0.055430003,0.026678,0.82024,35.579,0.655,-0.82,0.148605,0.246946,0.296839,2026-05-23T02:13:08.963218,Information Technology,Application Software,-0.3454090683442923,-0.03670209228273747,-0.49080227494934314,-0.2809795887042633,369,
WM,87503355904.0,31.579708,14.38,8.74714,0.29936,0.084938,0.40605,228.408,0.035,0.133,-0.064003,-0.051152,0.036689,2026-05-23T02:14:11.364340,Industrials,Environmental & Facilities Services,0.25711448067493753,-0.7703923820693683,-0.34399755505114094,-0.28284653200339305,370,
XOM,642135228416.0,26.036976,12.311,2.4959319,0.09873,0.083015,0.29768,18.261,0.026,-0.434,0.036149,0.034568,0.353894,2026-05-23T02:08:50.580378,Energy,Integrated Oil & Gas,-0.016635344615735428,-0.22278902731875666,-0.6682126859720965,-0.2842623359687012,371,
HSY,39509831680.0,36.27188,19.207,8.3460455,0.23234,0.119704,0.35035,120.011,0.106,0.936,0.021746,-0.131785,0.063328,2026-05-23T02:09:31.483746,Consumer Staples,Packaged Foods & Meats,-0.9707228064070824,0.01993720230827729,0.1577589092968502,-0.2854472886455267,372,
ERIE,11724956672.0,20.533882,13.928,4.9818926,0.2585,0.268443,0.17913,2.108,0.023,0.087,-0.099116,-0.144985,-0.223405,2026-05-23T02:08:37.694524,Financials,Insurance Brokers,-0.37003495291621996,1.0996788449885115,-1.8274603313162983,-0.2928627371695874,373,
DLR,68688953344.0,50.93634,30.469,2.9599087,0.05688,0.031649,0.55342996,76.592,0.167,0.676,-0.03985,0.097947,0.225615,2026-05-23T02:08:05.539215,Real Estate,Data Center REITs,-0.657761147043213,-0.3731746422391184,0.21827237228883736,-0.2953458145621648,374,
IT,10712971264.0,15.811264,9.136,35.439644,0.94878,0.2025,0.68987,5293.41,-0.015,0.173,0.076783,0.103746,-0.30503,2026-05-23T02:09:11.034551,Information Technology,IT Consulting & Other Services,0.1705323784984432,-0.25033908553035844,-0.8914454311050463,-0.2953659767926842,375,
BAX,9905874944.0,,9.152,1.6391761,-0.15010999,-0.062364,0.34647,161.021,0.029,,0.041825,-0.097393,0.056082,2026-05-23T02:06:26.789743,Health Care,Health Care Equipment,0.6759849723762192,-1.7419407446053825,0.25641529863133766,-0.2961599306908058,376,
OKE,59241988096.0,16.76114,12.251,2.6497774,0.15903,0.063043,0.29636,149.644,0.196,0.18,0.091123,0.089623,0.373489,2026-05-23T02:11:43.243196,Energy,Oil & Gas Storage & Transportation,0.17357641503444854,-1.0889657900462013,0.07315360692843881,-0.29844019917558184,377,
GM,71042203648.0,28.755474,9.623,1.1455365,0.040149998,0.012752,0.111420006,199.048,-0.009,-0.158,0.003439,-0.00858,0.114566,2026-05-23T02:09:18.882566,Consumer Discretionary,Automobile Manufacturers,0.461291594359202,-1.649014930263328,0.3792127446943104,-0.3019393441581509,378,
GLW,167006765056.0,93.743965,44.498,14.085069,0.1674,0.0831,0.36383,80.363,0.2,1.389,0.144838,0.338466,1.353658,2026-05-23T02:07:44.003691,Information Technology,Electronic Components,-0.4801590313483352,-0.9047899270542068,0.6020591943527976,-0.3041143771350504,379,
DLTR,18495019008.0,15.9899,10.912,5.0211463,0.31693,0.114098,0.36693,187.904,0.09,,-0.0711,-0.271682,-0.052569,2026-05-23T02:08:06.890571,Consumer Staples,Consumer Staples Merchandise Retail,0.5420282764539109,-0.006662622025801806,-1.6552695649308569,-0.30920289042941884,380,
EL,31953727488.0,,14.776,8.002174,-0.05949,-0.020616,0.74651,232.908,0.046,-0.455,0.156021,-0.216093,-0.047764,2026-05-23T02:08:40.128138,Consumer Staples,Personal Care Products,-0.37058219042670815,-0.16194921891169248,-0.4144817558178909,-0.31073052001380747,381,
HD,311826382848.0,22.219305,14.97,22.429432,1.2838,0.181833,0.33126998,455.218,0.048,-0.043,-0.079639,-0.164002,-0.057575,2026-05-23T02:09:36.322588,Consumer Discretionary,Home Improvement Retail,-0.3935449101426269,0.11665911173834259,-0.7135800985383213,-0.31098405900299586,382,
F,59491463168.0,,25.367,1.5884669,-0.14813,-0.031101,0.07064,425.544,0.064,4.308,0.211394,0.108372,0.179161,2026-05-23T02:09:02.504810,Consumer Discretionary,Automobile Manufacturers,-0.9497932303607873,-2.215031399167033,2.6240271524868652,-0.32048047458867734,383,
IP,16568586240.0,,6.29,1.1186587,-0.16036,-0.107366,0.29687,65.904,0.134,,-0.067084,-0.295429,-0.159293,2026-05-23T02:09:56.122760,Materials,Paper & Plastic Packaging Products & Materials,1.7226073882115405,-1.5322884253152342,-1.2959989126977858,-0.3221880367956285,384,
CNP,28018079744.0,26.276075,13.993,2.4471488,0.09561,0.029641,0.4592,215.591,0.019,0.067,-0.002675,0.004068,0.090182,2026-05-23T02:07:08.806146,Utilities,Multi-Utilities,-0.38418964013834306,-0.8349121799020854,0.3467164239685278,-0.32267070982359164,385,
ETN,151961206784.0,38.292564,26.686,7.7055607,0.20844999,0.095996,0.37105,110.463,0.168,-0.094,-0.075544,0.087295,0.191342,2026-05-23T02:08:20.228135,Industrials,Electrical Components & Equipment,-0.4844266740625063,-0.39459605786184937,-0.05748521503790362,-0.32490352068489553,386,
EPAM,5364982784.0,14.754311,6.347,1.5789716,0.10932,0.104923,0.29055,8.391,0.076,0.188,-0.149706,-0.209834,-0.439557,2026-05-23T02:08:32.551217,Information Technology,IT Consulting & Other Services,1.1033038306538976,-0.7963207876574996,-1.4519366879801392,-0.32813694134530247,387,
RVTY,10815720448.0,46.610577,15.353,1.5100539,0.03227,0.022745,0.54316,46.642,0.07,0.035,0.11245,-0.000969,-0.034751,2026-05-23T02:12:34.553174,Health Care,Health Care Equipment,-0.8292797802310681,-0.4013069847576946,0.34171434480426055,-0.3281910643047888,388,
SPGI,123609604096.0,26.43038,17.805,3.9652848,0.13939999,0.105962,0.7047,38.392,0.104,0.325,-0.048812,0.03407,-0.142765,2026-05-23T02:12:42.273468,Financials,Financial Exchanges & Data,-0.6881169541243345,0.41173087448882245,-0.7737580842304224,-0.3288625531415559,389,
POOL,6728836096.0,16.970589,12.763,5.937741,0.34241,0.148305,0.29686,140.423,0.062,0.021,-0.186553,-0.143578,-0.209462,2026-05-23T02:12:05.277334,Consumer Discretionary,Distributors,0.3838788679747902,-0.22514201712526025,-1.2841014748526731,-0.3296725446584664,390,
JPM,820948697088.0,14.673372,,2.3865275,0.16465001,0.03454,0.0,,0.127,0.172,-0.017036,0.034528,0.038044,2026-05-23T02:10:11.275624,Financials,Diversified Banks,0.4694487490278437,-1.2352682304350278,-0.22306312846630158,-0.3349557570324049,391,
BAC,367603384320.0,12.853597,,1.3397475,0.10644,0.028164,0.0,,0.081,0.244,-0.012769,0.020028,0.008349,2026-05-23T02:06:25.860941,Financials,Diversified Banks,0.8225888949491363,-1.5399770701621303,-0.3005481133291255,-0.34125029532328544,392,
APD,64459378688.0,30.502636,21.82,4.1188107,0.12353,0.062046,0.31983998,101.611,0.088,,-0.046698,0.028367,0.143546,2026-05-23T02:05:36.762637,Materials,Industrial Gases,-0.8867835753572502,-0.11939716170992927,0.030658871989652937,-0.3429655963766169,393,
GDDY,11977794560.0,14.335975,11.176,50.56456,3.98215,0.213,0.6377,1621.618,0.061,0.06,0.067123,0.030766,-0.277937,2026-05-23T02:09:23.334382,Information Technology,Internet Services & Infrastructure,-0.24626993058439803,0.11415086182289819,-1.0004694221652244,-0.3463825007160923,394,
CHRW,20537018368.0,35.34077,25.333,12.08001,0.34838,0.1791,0.08574,96.501,-0.008,0.099,-0.051758,-0.013397,0.135574,2026-05-23T02:06:49.356112,Industrials,Air Freight & Logistics,-0.6194710323763343,-0.3352984832807311,-0.07779836606577195,-0.3575088402997045,395,
AVGO,1960815624192.0,80.57199,54.133,24.556183,0.33370999,0.17115,0.76725996,82.704,0.295,0.316,-0.013811,0.256308,0.100124,2026-05-23T02:06:42.442374,Information Technology,Semiconductors,-0.7631789825573913,0.30698398199352234,-0.6632041477637834,-0.3586294945264892,396,
WTW,24310908928.0,15.1233835,10.677,3.0684133,0.20611,0.112415,0.42407,85.693,0.085,0.33,-0.115129,-0.114106,-0.184398,2026-05-23T02:14:24.138305,Financials,Insurance Brokers,0.3605573066581148,0.0742349703944449,-1.7060473365905133,-0.35963690400875814,397,
PODD,10727019520.0,36.184578,18.938,7.1945553,0.22997999,0.120879,0.71008,77.844,0.339,1.59,-0.194267,-0.37898,-0.541167,2026-05-23T02:09:51.929939,Health Care,Health Care Equipment,-0.9893656375725007,0.5018789090677599,-0.6471873851015918,-0.36477657050713685,398,
FE,26787147776.0,25.168478,10.789,2.116932,0.094610006,0.026158,0.68425006,198.922,0.116,0.129,-0.057081,-0.07241,-0.002219,2026-05-23T02:09:00.841089,Utilities,Electric Utilities,0.3074450079191342,-0.2621627398691799,-1.2692103339948877,-0.3649143063809823,399,
CAG,6487607808.0,,7.91,0.7946555,-0.00511,-0.002794,0.24274999,89.813,-0.019,0.39,-0.035258,-0.262888,-0.190856,2026-05-23T02:07:36.739251,Consumer Staples,Packaged Foods & Meats,0.8530316011885812,-0.8080814550462077,-1.275485455799304,-0.36691308558996044,400,
CVNA,74891943936.0,39.46821,21.244,13.123198,0.60172004,0.154153,0.20131001,121.351,0.52,0.119,-0.152896,0.050138,0.031732,2026-05-23T02:07:00.984793,Consumer Discretionary,Automotive Retail,-0.9527759250169241,0.11772911707257065,-0.26476664262712085,-0.37169637556866,401,
TYL,12887279616.0,43.14738,27.986,3.6479561,0.08930001,0.088176,0.46754003,1.348,0.086,0.022,-0.066986,-0.013168,-0.30856,2026-05-23T02:13:35.276233,Information Technology,Application Software,0.5038502157114578,-0.4663506690313106,-1.2852771041432103,-0.37245828990491153,402,
TFC,60275630080.0,11.975248,,1.0133635,0.08579001,0.039442,0.0,,0.052,0.253,-0.048811,-0.023934,0.085369,2026-05-23T02:13:34.618338,Financials,Diversified Banks,0.9496904718926054,-1.564095710313531,-0.5300384012694704,-0.37405335382816507,403,
TPL,27729790976.0,55.0726,39.336,17.822058,0.36466,0.319984,0.93242997,1.156,0.208,0.183,-0.084527,-0.199581,0.379815,2026-05-23T02:13:22.883000,Energy,Oil & Gas Exploration & Production,-2.649482022377792,2.500202006044323,-1.0854089734309376,-0.3778706977459954,404,
ORCL,552430927872.0,34.42294,24.574,16.464941,0.57572,0.082711,0.67084,415.265,0.217,0.245,0.08963,0.364028,-0.035049,2026-05-23T02:11:43.993617,Information Technology,Application Software,0.2912117606862856,-0.9615054570385323,-0.48092240415311027,-0.37887951496921934,405,
CHTR,20492040192.0,3.9272184,5.429,1.0894856,0.27504998,0.042662,0.55346,459.525,-0.01,0.089,-0.399661,-0.362034,-0.270896,2026-05-23T02:07:12.477486,Communication Services,Cable & Satellite,1.2243970453839441,-0.6209163855665686,-1.969748089393972,-0.3797061958821102,406,
HWM,102647570432.0,59.52436,41.545,18.629728,0.33818,0.168278,0.35046002,87.794,0.191,0.714,0.042667,-0.001467,0.28328,2026-05-23T02:09:39.811799,Industrials,Aerospace & Defense,-2.52294990175853,0.28068498749112536,1.3452566313618117,-0.38121573058504815,407,
AXP,212735737856.0,19.47408,,6.2548647,0.34419,0.11736,0.62759,177.847,0.116,0.176,-0.021253,-0.02638,-0.11932,2026-05-23T02:05:52.248944,Financials,Consumer Finance,-0.7304104815978969,0.3302900498501818,-0.8248421313657318,-0.38749479052141983,408,
EQIX,106493476864.0,74.72595,29.975,7.4480605,0.10059,0.037785,0.51606,162.961,0.121,0.2,-0.027042,0.153763,0.434415,2026-05-23T02:08:35.377291,Real Estate,Data Center REITs,-1.2701414627645258,-0.552980614060958,0.7897528798665051,-0.40116686292896775,409,
MMM,79507718144.0,29.428574,13.85,24.367008,0.71458,0.170033,0.39714,396.497,0.013,-0.397,0.052472,-0.083564,-0.096933,2026-05-23T02:03:51.170354,Industrials,Industrial Conglomerates,-0.6705524183861215,0.06454355041724937,-0.6450637507333109,-0.4056222290090985,410,
CARR,52442845184.0,42.093334,20.12,3.9023485,0.09907,0.049285,0.25180998,91.102,0.024,-0.407,0.029654,-0.001499,0.229695,2026-05-23T02:07:00.005894,Industrials,Building Products,-0.004929580354797331,-1.102612652426174,-0.0604084231316216,-0.40576230841282634,411,
IQV,28022509568.0,20.857141,14.09,4.5044804,0.22490999,0.061726,0.32991,255.426,0.084,0.15,0.044934,0.03444,-0.264177,2026-05-23T02:10:02.883353,Health Care,Life Sciences Tools & Services,0.16523951424229102,-1.2792389363087944,-0.05810387495313254,-0.4073309602092159,412,
VMC,33820610560.0,30.882702,16.687,3.9930449,0.13458,0.08183,0.27684,61.249,0.074,0.297,-0.109528,-0.159742,-0.090693,2026-05-23T02:14:03.811268,Materials,Construction Materials,-0.4377918296446645,0.25587918491413547,-1.1644309703578177,-0.41299871676303046,413,
KMI,75176869888.0,22.677853,14.511,2.4000285,0.10597,0.051914,0.49446,98.84,0.138,0.36,0.074769,0.042887,0.283866,2026-05-23T02:10:18.650978,Energy,Oil & Gas Storage & Transportation,-0.15232678705490935,-0.7564007575261411,-0.31895075114932764,-0.4137398659481659,414,
LDOS,15850226688.0,11.52882,9.158,3.1617906,0.30579,0.118173,0.17906,137.125,0.037,-0.076,-0.146274,-0.265567,-0.322256,2026-05-23T02:10:29.722394,Industrials,Diversified Support Services,1.304936265642214,-0.7987368083076477,-1.974641872093276,-0.4152227515608845,415,
ROL,25739046912.0,49.045868,30.783,18.718487,0.38671002,0.216729,0.52603,77.235,0.102,0.013,-0.058741,-0.108892,-0.105039,2026-05-23T02:12:38.136213,Industrials,Environmental & Facilities Services,-1.697093997909568,1.1961660436967994,-0.8231134067154144,-0.4222588059890934,416,
BXP,10750396416.0,30.296482,17.535,1.856848,0.05525,0.014726,0.56131,211.994,0.006,0.655,0.057719,0.025085,-0.126246,2026-05-23T02:06:48.598562,Real Estate,Office REITs,0.4530466146285387,-1.3049769492022214,-0.41772667375035044,-0.42349361922589407,417,
FITB,44844294144.0,16.659933,,1.4039668,0.07969,0.036515,0.0,,0.33,-0.789,-0.027707,-0.015441,0.189481,2026-05-23T02:08:58.573134,Financials,Regional Banks,0.5990098739154875,-1.610036826720481,-0.2359548112241139,-0.4246458768489818,418,
TECH,7548179456.0,68.87143,20.47,3.7369196,0.053400002,0.047398,0.66399,13.922,-0.015,1.286,-0.074727,-0.117983,-0.238239,2026-05-23T02:06:33.210728,Health Care,Life Sciences Tools & Services,-1.445028210618665,0.11040664136902759,0.1375478317440408,-0.42585319971416086,419,
ABT,152251891712.0,24.484596,15.358,2.9244874,0.123339996,0.072531,0.56503,64.773,0.078,-0.197,-0.054823,-0.237068,-0.304946,2026-05-23T02:03:53.618681,Health Care,Health Care Equipment,0.0036569934646730464,-0.08112946327759712,-1.339315855999048,-0.42891012123423783,420,
CRL,7721287168.0,,11.884,2.6257167,-0.0587,-0.030748,0.34457,102.551,0.012,,-0.044354,-0.019692,-0.059493,2026-05-23T02:07:10.092720,Health Care,Life Sciences Tools & Services,0.27656530982182964,-1.402038062816349,-0.14265726276910135,-0.43671264237881213,421,
DHR,121736544256.0,33.26886,17.224,2.298912,0.0708,0.050593,0.58992,37.17,0.037,0.098,-0.036792,-0.182787,-0.239557,2026-05-23T02:07:55.899860,Health Care,Life Sciences Tools & Services,-0.46876158431908427,-0.08862671050935064,-0.8256052692622196,-0.4427674839686181,422,
LMT,122945740800.0,25.82276,17.428,16.376646,0.6764,0.169938,0.09906,276.365,0.003,-0.115,0.006512,-0.188565,0.197446,2026-05-23T02:10:35.901641,Industrials,Aerospace & Defense,-0.23814958594601207,-0.6420287175081271,-0.4501824914102074,-0.4431171536320109,423,
PANW,211330367488.0,144.76666,131.667,19.50303,0.16259001,0.113495,0.73502,4.887,0.149,0.605,0.504416,0.807826,0.417043,2026-05-23T02:11:48.350002,Information Technology,Systems Software,-2.284580982120734,0.2175565829187499,0.9310018804026442,-0.4441579755999013,424,
AMCR,17744828416.0,30.951614,10.303,1.5223514,0.08737001,0.023857,0.19143999,143.74,0.774,-0.117,-0.031786,-0.231244,-0.081849,2026-05-23T02:05:49.254631,Materials,Paper & Plastic Packaging Products & Materials,0.765379051199161,-1.2400696589468576,-0.929525509849372,-0.4449993656665054,425,
CVX,381251518464.0,33.29217,11.171,2.0604696,0.06638,0.04777,0.42421,23.989,0.023,-0.445,0.029762,0.044742,0.302659,2026-05-23T02:07:13.709166,Energy,Integrated Oil & Gas,-0.019913086470550238,-0.5792687766828041,-0.784537631982232,-0.4450749416983436,426,
TMO,166590480384.0,24.630768,18.328,3.15788,0.13523,0.071397,0.40932,82.903,0.062,0.113,-0.039469,-0.131122,-0.233776,2026-05-23T02:13:25.445485,Health Care,Life Sciences Tools & Services,-0.24601234814518513,-0.4292047246478966,-0.7013975946180581,-0.446745253862996,427,
PCAR,57549398016.0,23.265959,19.862,2.9127376,0.13108,0.071139,0.13583,76.163,-0.089,0.197,-0.136098,-0.129861,0.086997,2026-05-23T02:11:45.499841,Industrials,Construction Machinery & Heavy Transportation Equipment,0.5792759614882262,-1.199086952740753,-0.7677719488526802,-0.4472654315941884,428,
HII,12634114048.0,20.820131,13.428,2.4530253,0.12198,0.074863,0.12445,56.946,0.134,0.0,-0.13376,-0.265697,0.042367,2026-05-23T02:09:45.072041,Industrials,Aerospace & Defense,1.003445257671367,-1.1031233097653472,-1.3907912414597006,-0.4521246906708032,429,
TSCO,16583096320.0,15.576355,11.676,6.4556966,0.45504,0.120439,0.36425,254.949,0.036,-0.081,-0.171601,-0.410624,-0.401066,2026-05-23T02:13:29.373343,Consumer Discretionary,Other Specialty Retail,0.4757887545779398,-0.21800086480478165,-1.8162923896497598,-0.45466195547432253,430,
SYK,121326018560.0,36.587288,19.146,5.399393,0.152,0.088504,0.64697,66.295,0.026,0.142,-0.039951,-0.175171,-0.140708,2026-05-23T02:13:07.059296,Health Care,Health Care Equipment,-0.924075490094532,0.17434939977083078,-0.6409962370894646,-0.45470300274013487,431,
ECL,71293747200.0,34.325203,19.596,7.12654,0.22427,0.109271,0.44374,92.369,0.1,0.078,-0.066789,-0.169042,-0.052414,2026-05-23T02:08:22.941318,Materials,Specialty Chemicals,-1.4833149590849697,0.9705177542073146,-0.9301661789588888,-0.4585288753948459,432,
LHX,58120298496.0,33.83731,34.854,3.035386,,0.049236,0.30414,34.574,1.9,-0.061,-0.055236,-0.11847,0.136771,2026-05-23T02:10:23.571982,Industrials,Aerospace & Defense,-0.4787685122489437,-0.3425863870324327,-0.5756981456912724,-0.46018365845586345,433,
SYY,36480548864.0,21.191668,11.023,16.003775,0.81894994,0.098249,0.18537001,670.44,0.047,-0.135,0.006332,-0.140499,0.03658,2026-05-23T02:13:10.116292,Consumer Staples,Food Distributors,-0.0568337805018723,-0.8505037556969911,-0.4872158633123621,-0.4637328966633108,434,
MCO,78450679808.0,32.21808,21.982,26.203035,0.71361,0.239974,0.74432,235.539,0.081,0.078,-0.004771,0.032154,-0.057619,2026-05-23T02:11:10.740476,Financials,Financial Exchanges & Data,-2.320554404383365,1.3152650160912267,-0.3829227567582361,-0.4667281129297192,435,
DDOG,79137071104.0,570.05133,2140.362,19.835833,0.039300002,0.027173,0.79906,32.221,0.322,1.04,0.738777,1.166545,0.403181,2026-05-23T02:07:57.818136,Information Technology,Application Software,-2.5861133328356676,-0.08383877818477405,1.5570856236102537,-0.46735755177407834,436,
LYB,22504554496.0,,15.508,2.2273338,-0.060089998,-0.02784,0.09227,141.24,-0.063,-0.295,-0.01414,0.245438,0.600455,2026-05-23T02:10:41.365417,Materials,Specialty Chemicals,0.06054362761085617,-2.3020744959192334,1.0395137561286438,-0.47268167706933883,437,
COR,53486780416.0,21.04977,12.215,15.742428,1.0713401,0.137843,0.03796,420.985,0.038,1.283,-0.115119,-0.247212,-0.258463,2026-05-23T02:07:07.195062,Health Care,Health Care Distributors,-0.3106214320764223,-0.7800549087041185,-0.3172030396825444,-0.4768976311779526,438,
APH,162464759808.0,37.948277,20.546,11.614776,0.36825,0.136407,0.37919998,133.051,0.584,0.241,-0.120655,-0.104851,-0.038467,2026-05-23T02:05:58.882087,Information Technology,Electronic Components,0.4410730326637223,-0.7353678152871934,-1.2608422848027563,-0.48125585935904175,439,
SHW,76230131712.0,29.662186,19.8,17.103647,0.60723,0.136386,0.49036,329.521,0.068,0.075,-0.084641,-0.149632,-0.08354,2026-05-23T02:12:52.796394,Materials,Specialty Chemicals,-1.434173153778124,0.937986027261083,-1.0386503032668304,-0.4852605852610134,440,
DOW,25953898496.0,,16.162,1.7020371,-0.15262,-0.081958,0.06255,117.133,-0.061,,-0.065404,0.202525,0.641269,2026-05-23T02:08:12.377009,Materials,Commodity Chemicals,0.16887766793647963,-2.5881496647313242,1.188799862595552,-0.49010524009952994,441,
COST,456181284864.0,53.49844,34.476,27.583025,0.29650998,0.319392,0.12926,60.257,0.215,0.455,0.015134,0.044332,0.163656,2026-05-23T02:07:46.757014,Consumer Staples,Consumer Staples Merchandise Retail,-2.3529931148146246,0.4100108995930769,0.604812791960833,-0.4985999377392918,442,
KR,41463705600.0,43.66883,9.251,7.2686987,0.14405,0.033195,0.241,415.97,0.012,0.509,-0.021646,-0.009606,0.056825,2026-05-23T02:10:22.550866,Consumer Staples,Food Retail,-0.39713984360659327,-1.0958637766232298,0.06464148753451816,-0.5031588208200826,443,
LEN,21886066688.0,12.785612,7.477,1.000304,0.08076,0.071889,0.16871001,24.992,-0.133,-0.526,,-0.23123,-0.270252,2026-05-23T02:10:30.685866,Consumer Discretionary,Homebuilding,0.9950845710408942,-1.0127939588589605,-1.6599389908931372,-0.5041799830042644,444,
HBAN,32271919104.0,12.246155,,1.0882494,0.083859995,0.038638,0.0,,0.336,-0.265,-0.05407,-0.058433,0.019713,2026-05-23T02:09:44.419640,Financials,Regional Banks,0.9167366767172451,-1.577874048063586,-0.9321374812108919,-0.5110393243344868,445,
MRSH,79067291648.0,20.539425,13.185,5.4314084,0.27571,0.106057,0.43853,151.634,0.076,-0.154,-0.056893,-0.068001,-0.076831,2026-05-23T02:10:45.068394,Financials,Insurance Brokers,-0.3915988742717369,-0.04943202622932919,-1.1940217682130116,-0.5125673456392766,446,
FANG,56462397440.0,204.80612,7.53,1.5480553,0.0047400002,0.005539,0.72246003,32.594,0.042,-0.984,0.031821,0.167991,0.375103,2026-05-23T02:08:04.716738,Energy,Oil & Gas Exploration & Production,-0.6027380124455154,-0.5978305959233975,-0.31276052275453636,-0.5140271697554804,447,
HON,144422223872.0,36.350876,19.734,10.627127,0.24264,0.077287,0.36925,257.387,0.024,-0.419,0.069201,-0.052455,0.22077,2026-05-23T02:09:37.450558,Industrials,Industrial Conglomerates,-0.2665905535566763,-1.1844822493745721,-0.024470963944732912,-0.5152167702093569,448,
BRO,19597963264.0,18.833876,10.851,1.5386254,0.11926,0.054516,0.53372,64.37,0.357,-0.079,-0.141532,-0.161517,-0.26659,2026-05-23T02:06:44.855426,Financials,Insurance Brokers,0.460532077793075,-0.24409631351386077,-1.97671963961286,-0.517263374386133,449,
JBL,38439882752.0,49.170044,16.918,28.686718,0.59696996,0.140038,0.09037,328.91,0.231,0.962,0.076514,0.394796,0.849084,2026-05-23T02:10:06.119574,Information Technology,Electronic Manufacturing Services,-0.07278213723993922,-1.5744951410066954,0.17039076914685047,-0.525429816642267,450,
BG,23419926528.0,31.849604,17.634,1.4596131,0.04933,0.021215,0.04442,93.214,0.878,-0.764,-0.045167,-0.005028,0.298295,2026-05-23T02:06:47.805591,Consumer Staples,Agricultural Products & Services,-0.43314997378142894,-1.0775283712165795,-0.006754126121322762,-0.5307636585856998,451,
COHR,73867542528.0,178.09908,57.311,6.915075,0.04718,0.028397,0.36990002,31.093,0.205,,0.11813,0.517016,1.487122,2026-05-23T02:07:31.649807,Information Technology,Electronic Components,-1.2171111626309876,-0.9615751757426364,0.7615926322178014,-0.534062428765428,452,
MPWR,78107369472.0,114.374825,87.911,21.23938,0.19574,0.183818,0.55175,0.543,0.261,0.395,-0.001482,0.338578,0.786939,2026-05-23T02:11:08.828404,Information Technology,Semiconductors,-1.4520045344314794,0.04533036668647505,-0.22644475741081613,-0.5602693859339962,453,
WFC,233798483968.0,11.808347,,1.4362522,0.12028,0.032704,0.0,,0.057,0.151,-0.045624,-0.09763,-0.087947,2026-05-23T02:14:17.209215,Financials,Diversified Banks,0.8563233750581268,-1.4487739055644213,-1.1907371850367903,-0.5645788411882402,454,
IR,27749695488.0,47.912163,15.445,2.7268884,0.057150003,0.038803,0.43222,48.353,0.076,0.065,-0.16504,-0.24478,-0.087402,2026-05-23T02:09:51.117746,Industrials,Industrial Machinery & Supplies & Components,0.153324572861439,-0.4543304800974545,-1.54391768251284,-0.5685273722864574,455,
NKE,66151223296.0,29.388157,17.82,4.6922264,0.16016,0.09957,0.40919998,79.333,0.001,-0.348,-0.002456,-0.287264,-0.269279,2026-05-23T02:11:23.329471,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",-0.22126317817399432,-0.4120514809855736,-1.1749560033955768,-0.5741469317245218,456,
MSI,67075493888.0,32.560837,21.511,26.398378,0.99289,0.172302,0.51508,374.132,0.074,-0.138,-0.088205,-0.128771,0.10362,2026-05-23T02:11:14.573537,Information Technology,Communications Equipment,0.0852194873194041,-0.6210973587991675,-1.2894069318530057,-0.5743793345738188,457,
XYZ,40519921664.0,53.187504,26.423,1.846037,0.03743,0.028958,0.45078,37.514,0.049,,-0.026455,0.341478,0.10055,2026-05-23T02:06:36.691215,Financials,Transaction & Payment Processing Services,-1.9036216982897545,-0.5366533139346507,0.9243301751512359,-0.576797201733171,458,
CDW,14157636608.0,13.498173,9.697,5.5509915,0.44157,0.123851,0.21572,240.522,0.092,0.077,-0.187953,-0.095436,-0.2117,2026-05-23T02:07:06.331123,Information Technology,Technology Distributors,0.9752049775269891,-1.4320387587842,-1.404936113507267,-0.5813726574922039,459,
SBUX,117514461184.0,78.70993,26.207,-13.879392,,0.093817,0.21897,,0.088,0.326,0.041936,0.094264,0.252498,2026-05-23T02:13:02.504969,Consumer Discretionary,Restaurants,-1.397869255789539,-1.460858491787172,1.3790672429249837,-0.5868345387743537,460,
WAT,33615890432.0,43.447968,34.025,7.9600563,0.05212,0.045763,0.55154,36.634,0.914,,0.100161,0.044512,-0.14309,2026-05-23T02:14:14.591611,Health Care,Life Sciences Tools & Services,-1.95000836866387,-0.20636650447167404,0.5568308705195318,-0.5876819444415808,461,
